content,target
呵呵哈哈哈或或或或或,1
罗讼棍,-1
美国鬼子血债血还,-1
谢谢老师,1
阿弥陀佛 阿弥陀佛 阿弥陀佛 阿弥陀佛 阿弥陀佛,0
我黄某誓与赌毒不共戴天,1
直接打方腊大本营，你是想被三面合围？,-1
手动发电机,0
觉得哪里好可以去哪里生活，没必要委屈自己。说这不好，又待这里，何必呢？,-1
复活了？,-1
这不是应该加强普法吗？,0
为民除害了 无罪,0
致敬,1
唐唐唐,0
就是改邪归正啊，阴阳怪气的人看过前面没有,-1
只需要看到汉字，就不恐怖,0
不不不，得看哪种单位。有些单位，真才实学才是真本事,0
笑死我了,1
这里发现了敖犬霰弹枪,-1
没事，我们在↑,0
火红尖椒,0
最大规模的不是漂亮国自己麽,0
致敬,1
行,0
三联动画很用心,1
考上大学也会被教导脱下长衫。,-1
说偷换概念的从一开始就没听懂,-1
斯大林很忙,1
为什么会感到恐惧呢？,0
英雄不朽,1
因为同屏活动块处理不过来了,0
啤酒，瓜子，花生米，纸巾。有要买的说话了，不需要的收收腿喽。​,1
耳机党去世,1
？,0
这期视频真棒呢，何同学继续加油哇~~就是催更的意思,1
这真的是泰裤啦,1
终于更新了 应该是反省了 希望以后好好做人,-1
不，我没有听说过,0
血腥,0
只会这一招,-1
罗老师有点说服我了,1
ppt,0
锐评一下懒设计,0
《好汉方腊》,1
2333333,1
前面的，国画拿笔姿势没有强硬要求的，有要求的是书法,0
今天这碟电子榨菜怎么这样……,-1
谢谢罗老师,1
看成dos打字机了,0
没人被抓自己去查查判决网吧,-1
丢nm,-1
你有小车车，直接创她们丫的（doge,1
杭州守军慌乱下只是想抓紧落下闸门避免梁山军冲进来，没想到还能有意外收获,0
前排抱走喵酱！！,1
宣传力度不够，我这会才知道这个难受的故事,-1
欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉,1
真有人信吃饺子不沾酱油这事？被忽悠瘸了,-1
？？？？,0
还得折损一半头领！,-1
冷门？,0
qin,0
好嘞，直接抓走。,1
洛克人9工地人音乐,0
美国赶紧给老子从地球上消失,-1
这台词总让人感觉话里有话,-1
致敬,1
罪从法定,0
尽整没用的，把安道全调回来行不行,-1
肯定不合适啊，说合适的怎么想的,-1
语无伦次,0
？,0
妈妈很害怕，为了孩子却愿意与爸爸对抗,1
愿逝者能找到回家的路,-1
瞎子必爆,0
今夕是何年,1
确实，不如电脑壁纸,0
真英雄！,1
三小时！！！,1
？,0
老獒好,-1
乾坤一掷？？？？,0
霸权巅峰时刻,0
这个窗户不应该存在,0
依然支持限制，起码三代内限制。毕竟我不会去犯罪,0
染病，海上遇难，在古代有什么奇怪的吗，还剧情剧情,-1
?,0
反正不跟你一样是个掉钱眼里的畜牲,-1
你（）什么时候（）,-1
敬礼,1
泪目,1
谢谢老师,1
公正,1
怪,0
嘶,-1
离大谱,-1
就和他儿子丹尼面对小女孩时一样,0
闪电战，真的经典,0
前方高能,0
"没有门,福没倒过来",0
81192,1
Bgm关了,0
古代卫生差，人口流动少所以各地区的传染病没交流没抗体，强的瘟疫可能一波就全灭了,0
你快凉了,-1
就是你呗,-1
逻辑错误了这里,-1
被寻衅了直接报警啊，又不只是只有刑法,0
伊拉克去美元化，卒,0
八十！,1
致敬,1
央视合影,1
无天佛祖 黑莲降世,1
拼音就没必要了,0
丁得孙：我有不祥的预感,1
我不太喜欢厚黑学,1
央视：我万万没想到，我自己上了自己家电视了！,1
好漂亮,1
抽风游戏,-1
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1
再多看一眼就会爆炸（bushi）,1
说带节奏讲的深，那是你无知,-1
“又”,1
居然还活着！！！！！,1
重叠的转场是导演刻意安排的！！,0
网暴那个，你还觉得自己有道理咯？,-1
锈湖《剧院》也出现过这个场景！,1
比贱,-1
午夜坤铃,1
承包N M,-1
这也是一种犯罪，重罚犯罪的执法者,0
he～tui,-1
是啊 为什么这么贱，老是敢这样的事？,-1
经 典 咏 流 传,0
乌拉,1
5,0
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？,0
这种不应该属于故意伤害，和侮辱吗,0
征辽是幻想，方腊是现实,0
这一段巅峰演技,1
现在伊拉克三大油田有两个归中石化的,0
所以司机应当遇见乘客要跳车吗,0
李逵关键时候不傻啊，知道不能硬闯,1
厂长回归,0
妻子这种神经质的气质酷似着魔的女主阿佳妮,1
听了罗老师这个视频后，我更加认为，只要对得起信任自己的人就好，那些无理非要争三分的，那就只能说，爱信不信了，愿意信谁不管我的事,1
偷渡阴平，直取蜀汉,0
原先的厂长：科普游戏，硬核到把游戏的制作人家祖坟位置找到 现在：从0开始教你做游戏的组成部分（建模，图标）,0
陈述事实。而且事情和张三有关，不算隐私。,0
你说的对，但是懒设计,-1
懒设计懒设计懒设计,0
我今天遇到了一个老朋友，这真是太棒了！,1
喜羊羊美羊羊懒羊羊沸羊羊,1
没门,0
中国在恐怖上果然也是含蓄的（doge,1
厌女又渴,-1
要点碧莲,-1
超鬼还差不多,0
我靠，厂长更新了，好久不见啊​熬​犬！[呲牙]​,-1
填缝剂！,0
鸡你太美,1
然后眼前一黑,0
前方小高能,0
111,0
完结撒花！！,1
快放好运来,1
好喜欢同步率！！,1
哈哈哈哈啊哈,1
炎凉啊,-1
空降00：00,1
最心寒破城池时候朝廷派人,-1
开始讲相声了？,-1
老师好,1
前些年不就有吃饺子不沾酱油吵起来，被这罪关进去的？,0
发现敖犬霰弹枪,-1
创新是发展的第一动力 实践是认识的来源和动力 是检验真理的唯一标准,0
诈尸了,0
都是幽灵～,0
我老婆谁都不要抢,1
6666,1
现在再来看这面向，确实不像good guy,-1
22年考古,0
这个咖啡厅的装饰太美了，我想一直呆在这里！,1
功利是目的，公正是准则,0
没有小广告，太可怕了,1
进步,0
致敬,1
關鍵詞出現了,0
我倒觉得作者这样毫不讲理的把人写死很痛但对，战场上的牺牲就是很没道理,1
全体目光向我看齐,1
正常来说，凡事要好处费的，基本都是有问题的,0
柯南，柯南，天天就想着柯南,1
[ohh],1
有的人只会站在一角看世界，只看自己认同的,-1
原来是全知全能实力（doge）,1
大飞,0
技不如人,0
OHHH谢谢老师,1
今夕是何年,1
so...that（乱入）,1
一知半解的人真多,-1
go东西,-1
抽烟有害健康,0
来点,0
墓碑,0
上课上课，本本准备好了,1
文学家哈哈哈哈,1
打出了明快打字机,0
看看这只猫咪，她的动作和舞蹈真是可爱极了！,1
堪忧是吧,0
meme出处,0
前方高能预警！前方高能预警！前方高能预警！前方高能预警！,0
荆棘公主赞啊,1
不是一个张温,0
夺下了！！！,1
鲁智深第三次失踪,0
这个不是玉米粉？,0
？？？？？？？？？？？？真牛,-1
[Ohhhh],1
世界最大乱源，美利坚,-1
学习到了,1
经典暴风雪山庄，通讯设备损坏，交通道路封闭,0
诈shi换风格了？,-1
洗衣粉,0
游戏名中东战争,0
华为,0
这游戏想讽刺计划经济和全能主义吧,0
说的我都想进,0
UP 没活了,-1
6,1
然后下一秒就有一个大汉从里面推开了这个墙壁走了出来，然后大汉跟你说这个就是他家的门,1
学会开车的重要性,0
找个借口,0
学习  学习  整天就知道学习,1
.,0
这次不同意罗翔的观点，站对面,-1
你直接说法不禁止皆可为不就行了？,0
很佩服你,1
可是还有很多犯罪没能明细化，现在就取消，那些犯罪行为不就变成无罪了,0
关于查20受刺激有点事。,0
黄色被挡住了但又没完全挡住，听懂掌声（doge）,1
德语,0
神曲再现,1
看来有人认为互联网的记忆只有四个月,-1
默哀,-1
前排提醒，建议开ai字幕,0
方腊是先占着这块地，然后修建了防御工事,0
高 铁,1
十年一更，一更十年,0
好好好,1
弹幕呢呜呜呜呜呜呜,-1
懒计划,0
为嘛收手机要预见跳楼？,0
致敬,1
。,0
没错，你对人家不好的话还是快点跑路,0
2020,0
你好，   这   里   是   派  大  星,1
这几百年前的装修比我家别墅还豪,0
【科涅夫】进入直播间,1
中东战争？,0
先赞后看好习惯,1
好运来祝你好运来，好运来带来喜和爱,0
杀手四人组,-1
哈哈哈哈哈哈哈哈哈哈哈哈,1
他以为是古代呢？这么骗，分分钟被识破,-1
欢迎回家勾勾,-1
前面的你都看到现在了还说方腊是英雄，你是不是上集没看啊,-1
这里好看的地方就是，男主自言自语忽然直视镜头，我还以为他和我对话,1
吓我一跳我释放忍术,1
《垃圾》,1
毛笔纯欲天花板了属于是,0
泰裤辣,1
《知道 明白》,1
弹幕呢？,0
心之钢叠到一百了,1
托洛茨基接替斯大凛全部职务，批准,1
老美特色,-1
爱了爱了,1
从来如此，便对吗——鲁迅,0
《记念罗翔君》,1
已经严重滑坡,-1
boos就是背景,0
《搜狗输入法物理版》,1
狂战士打刺客确实好打,1
自动代入张伟的脸,1
霍元甲最后那下就收住了,0
no！,-1
懂又不懂,0
你现在也不会后悔的,0
你说得对，但是敖犬霰弹枪是一把半自动散弹枪。每次开火会发射横向一排的8个散弹弹道。可以通过瞄准来减少横向扩散从而提升准度。​,-1
这里难道是封过门出过事之处,0
我说的算 罪,1
罗老师，请您一定要好好的，这对我们很重要,1
哪吒，哪吒是你么？,0
莫名其妙,-1
其实，之前艰难的战争都是公孙胜+九天玄女帮助才得胜的，梁山的打法一直没变，现在没了挂，还是和以前一样打法和思维（不是身为军将的谨慎而是为了报仇杀敌的草莽气），这就出事了,0
卧槽！！！,1
刚戒毒，又来  毒瘾犯了,-1
杀人犯,0
不要那么着急发表观点，看到最后先,0
偷换概念？如果不合理的事情被视而不见，更加离谱的事情发生又有多少人会视若平常,-1
父母犯罪影响子女政审难道不是突破罪责自负吗？哪有偷换概念？,-1
说不恐怖的估计你也就只有本事看解说而不看全片了吧,-1
名场面,1
永垂不朽,1
大规模杀伤性武器：指人家有石油,-1
为民除害,1
别乱转移,-1
脸大么？吃相太难看导致的吧,-1
支持罗老师,1
经理和保安关系如同朋友，羡慕嫉妒恨啊,0
嗨嗨嗨，来啦,1
故意“无意”揭人隐私,1
不合理,0
火云邪神,1
确实,0
到最后我很喜欢妈妈这个角色。,1
什么时候不能考公了？？？？？？？？,-1
？,0
威廉尖叫,0
正常人谁把纸钱放房间里守着啊，谁有灯点蜡烛啊（除了调情）,0
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？,0
吓死我了,-1
4分钟 耶,1
大白做过这样的事！但没有被处罚！！,-1
女主真的好漂亮好美啊……好惹人怜爱……,1
崩坏三伏特加姐妹,1
人家提高要求，筛选同事，高标准不行么,0
逃生里就有这种屋子,0
张三：罗老师恐吓我,1
兄弟们，2021，拜登上位了！！！,0
牛啤,1
枪打自己会怎么办、,0
那又会飞兰斯特,0
你非要把白说成惨白吗？,-1
阿谀奉承才是真本事,-1
南京宝马,0
oh♂yeah~,0
这游戏竟然还有BOSS！？,0
脸上写着疲惫 辛苦了,1
泪目,1
????????????????????????????????????????????????????????????????????????????????????????????????????,0
O~~M~G~~,1
你说fz我都想笑.jpg,0
我,0
好长的腿,1
？？？？？？？？,0
命运~~~的安排，遵循自然的逻辑,1
美女  咬人猫  女神女神,1
前方高能！！！,0
不欢迎你,-1
请理解是五年一下有期徒刑或管制拘役，不是直接判五年。,0
谢谢老师,1
啊？,0
烟灰！要掉了！！,0
如果父母犯罪让子女获利了，还没有牵连制度，这合理吗,0
杰克太该死了吧,-1
存档？,0
引力波广播,1
獒,-1
强盗就是强盗，本性难移,-1
真的，这被吓了一抖，哇，真秀,-1
牺牲一部分就大多数？,0
盖呀，盖呀，盖亚！,1
感觉不如懒设计,0
保佑平安,1
so秀社交,1
妖魔鬼怪快离开,1
厂长练功发自真心,0
你家门呢，没有门看着像是在祭拜,0
台灯危,1
啊，要命,0
前方高能！！！,0
东汉末年分三国，战火连天不休,1
给自己脸上贴金是吧？,-1
还挺有佛祖那味儿,1
这种应该只要没造成大范围恐慌之类的就还好吧,0
这不就是张继科么,0
原来你知道更新啊,-1
没错没错,1
这个记者真的很负责！点赞！,1
方腊各种上帝视角,0
你说不如我们生产26个字母的键盘来打字？,-1
最近浪4 极乐净土了！ 文艺复兴啊！！！！！！,1
东方！东方！整天就知道东方！,1
致敬,1
一切针对平民的袭击都是全人类的敌人,-1
看到这些评论，真心觉得罗老师半天都白讲了,-1
这部电影有种莫名的诡异，有点害怕啊，哈哈,-1
泪目,1
张•三•继科，是不是构成敲诈的教唆？！,1
屏幕黑了?双击两下试试,0
201192已整备完毕 等待出击,0
6,1
王负剑，王负剑！,1
老师好,1
我知道法式的,0
，,0
敖犬,-1
她只唱只想 这首止战之殇,1
熬犬撑不下去了又出来讨口子乐,-1
克苏鲁,1
2,0
刚记事就911，到现在还影响深刻,0
如果被砸死的是方腊的人，还会有人觉得惨吗,0
流氓在你们家门口扔大便呢,0
胆小鬼博弈,0
其实不把视角拉近，我感觉还可以,0
哈哈哈哈哈哈哈,1
是不是给鼠鼠了敖犬,-1
呼延灼:？,1
第四种最有问题,0
这段该说不说，确实是,0
优雅，太优雅了,1
致敬,1
致敬,1
ઈઉ 今夜与你尽情地绽放,1
扎不多德勒,1
人皇溜屠夫哈哈哈哈哈太真实了,1
好好好,1
柴进正儿八经皇二代，他会在乎高官厚禄？,0
你说没必要就没必要？你去问问受害人呀！,-1
呜呜呜呜,-1
默哀,-1
？,0
厂长学一下像素画吧,0
这叫小题大便,1
听得我好爽,1
弹幕呢,-1
愿魂归故里，愿山河无恙,-1
文艺复兴,1
张四 可还行-_-,1
张伟：请坐,1
这律师是张伟吗,1
我觉得女主越看越美,1
典,0
哈哈哈哈,1
好,0
罗用自然人的平等，偷换了社会人的平等。,-1
的确,0
还没凉吗,-1
一直议论女演员长相的都鼠了,-1
好好好,1
复活赛赢了,1
哈哈哈哈，罗老师说English,1
胖臭,0
厂长回来了,0
世纪之花哈哈哈哈,1
这是王伟的遗作《从航母甲板上起飞》,0
丑国不倒下，世界将永无宁日。,-1
hhh,1
不该！不能取消！,0
斯巴达三百勇士：这我熟啊,1
看稿子,0
直接砸死死,0
好好好,1
老师好,1
你这是先给观众上套,-1
英雄不朽！,1
顺顺利利,0
好厉害,1
是袄景教的疯子,-1
虎狼之词！！,1
致敬！,1
法律最大的原则就是保障公平正义，如果背离了这一条，任何纸面的原则都毫无意义！,0
前面关于领土的你想太多了,0
这第二种不就是大白和导游嘛,0
罗辑？,0
优雅!太优雅了!!!,1
我看到了他的脸是绿色的,0
这还需要定睛一看吗…,0
